Reviewer_name,Review_rating,Review_title,Review_content,Is_verified,Helpful_count,Date,Review_id,Year,Month,Month_name,Review_length,Content_Sentiment,Title_Sentiment
kelly willis,3.0,Stand position doesn’t work great,Cute iPad case but hard to keep the the stand position in tact,True,,2025-02-04,R620,2025,2,February,13,Positive,Positive
Yx ,3.0,Overall good,It is better to be able to adjust the angle.,True,,2025-02-12,R621,2025,2,February,10,Positive,Positive
Susan H.,3.0,Does not include and area for storing receipts or other small paperwork.,"I ordered the case to replace one I had just like it that was deteriorated after several years. My new one has no “storage” area for notes, etc. as the previous one did.",True,,2025-01-18,R622,2025,1,January,33,Neutral,Negative
Kindle Customer,3.0,Decent cover,"It’s good for the price, very simple",True,,2025-02-20,R623,2025,2,February,7,Positive,Positive
bbbb,3.0,eh,"The media could not be loaded.                                                                                            For this old time Moko fan, somewhat disappointed.I've had so many moko cases I lost count. And they have always consistently delivered on quality despite their great pricing.This one for my iPad 10 feels less quality and more economical and not quite perfect.Something about the cover doesn't quite close exactly right and flops around more.Magnetic closure isn't tight.It's not cut out as precisely, so there are parts of the case sticking out rather than looking flush.But it works.Just not as great as it used to.",True,10.0,2024-01-30,R624,2024,1,January,91,Positive,Neutral
M. J.M. J.,3.0,Nothing like the photo,"This cover looks nothing like the photo in the listing. It is textured and rough, which distorts the picture. Very unpleasant to hold. Returned.",True,1.0,2024-09-18,R625,2024,9,September,24,Negative,Neutral
D. AtlasD. Atlas,3.0,Damaged,Item is already damaged upon arrival,True,,2024-08-16,R626,2024,8,August,6,Neutral,Neutral
B. VelickB. Velick,3.0,You get what you pay for.,"For the price, I figured, “How could I go wrong?”So, it is a minor disappointment.The flap that covers the screen sags when it sits in my iPad holder.It’s not a perfect fit… a touch too large.As a protective travel case it should be fine.",True,,2024-02-19,R627,2024,2,February,44,Negative,Neutral
RachelRachel,3.0,It's Nice,"It's a perfect fit for the iPad but the color isn't as described, it's actually darker than what you see. I would've preferred the lighter version but it's still pretty!",True,1.0,2024-01-11,R628,2024,1,January,30,Positive,Positive
ajohnsonajohnson,3.0,no pencil holder,It fits great just no way to keep your pencil with the ipad,True,,2023-10-06,R629,2023,10,October,13,Positive,Neutral
James J Mooney III,3.0,"Ordered orange, got blue","Works fine, but received wrong color",True,,2025-03-09,R642,2025,3,March,6,Neutral,Neutral
Dcliisf,3.0,Watch the fit,Does not fit very well,True,,2025-03-02,R643,2025,3,March,5,Neutral,Positive
B Gill,3.0,Wimpy,No even though it stands up it’s not what I wanted. I wanted to be able to have stronger levels to stand on its own with a better casing. I would not recommend it,True,1.0,2024-11-25,R644,2024,11,November,34,Positive,Neutral
BV,3.0,It’s works.,"The cover fits well, but it collapses on itself often.  It is an easy fix, just wish the cover was more stable when not laying flat.",True,,2024-11-12,R645,2024,11,November,26,Positive,Neutral
Sunny,3.0,good but so heavy,looks sleek but my wrist aches with the weight.,True,,2025-02-09,R646,2025,2,February,9,Neutral,Positive
jacqueline huel,3.0,Okay ✅,Okay ✅,True,,2025-01-12,R647,2025,1,January,2,Positive,Positive
Cynthia L. McNeill,3.0,Product didn’t serve my needs,No pocket,True,,2025-02-11,R648,2025,2,February,2,Neutral,Neutral
Gabriel John,3.0,Okay I guess,This case it’s an apple but for the price I can’t complain…it’s holding up fine so far,True,,2024-10-30,R649,2024,10,October,17,Positive,Positive
Eastern Shore,3.0,Average case,"I purchased this case to protect my new ipad, when the case is closed it does protect the ipad from damage.  When I attempt to use the ipad in landscape position (horizontally) the case will not support the ipad and it falls flat on the desktop.  It will hold the ipad upright if set at close to straight vertical position but if one wants to set it at the lower position it will fall flat and close.  Look elsewhere for a more robust case.  I bought the item & have no affilation with the product or web site",True,,2023-10-01,R650,2023,10,October,98,Positive,Negative
Tom,3.0,Does not stand up,This is a very floppity cover I mean it covers the glass when you're not using it but don't expect it to fold into a stand like it shows I mean maybe it kind of does if you wiggle it around who knows but I've never done it,True,1.0,2024-05-31,R651,2024,5,May,48,Neutral,Neutral
carol,3.0,Too flimsy to act as a stand for iPad.,"For it's low price, it delivers protection and a good way to carry iPad. But it cannot hold the weight of the iPad as a stand.",True,1.0,2024-08-05,R652,2024,8,August,26,Positive,Neutral
Jennifer Peña,3.0,Not heavy duty,I guess for the price it was ok . Not heavy duty very thin and flimsy . Love the color matches with my iPad .,True,1.0,2024-08-05,R653,2024,8,August,25,Positive,Neutral
Physics Teacher,3.0,Nothing Special - Cheap Plastic but the Price is Right,Works fine. Fits fine. Stable. Just an inexpensive iPad 10 cover made from cheap semi-padded plastic. My estimate is that it will last about a year and then just toss it.,True,1.0,2024-07-28,R654,2024,7,July,31,Positive,Positive
"Bill, Ph.D.",3.0,works,cover does not remain aligned at bottom. not a real problem tho. just looks off.,True,1.0,2024-10-03,R655,2024,10,October,15,Neutral,Neutral
Allura,3.0,"IT IS OK, BUT",IT FOLDS TO A SMALL THIRD TO STAND UP.  NOT STABLE AT ALL,True,,2024-09-21,R656,2024,9,September,13,Negative,Positive
David Ma,3.0,It was ok.,It’s cheap just need something to be able the grip on,True,,2024-09-01,R657,2024,9,September,11,Positive,Positive
Nsp,3.0,It was just a fraction smaller than my iPad.,I Guess I ordered wrong one🦜,True,,2024-10-02,R658,2024,10,October,6,Negative,Neutral
Amazon Customer,3.0,Ok,Back of case isn’t very sturdy,True,,2024-10-01,R659,2024,10,October,6,Neutral,Positive
Emily Quijada,3.0,Simple,It is a really simple case but it does the job. Light and compact. It matches the price so it’s okay,True,1.0,2024-07-12,R660,2024,7,July,21,Positive,Neutral
nordkapp,3.0,Good as a protective cover only.,I should have done more research.  It’s fine as a protective cover but not sturdy enough for a stand.,True,1.0,2024-07-19,R661,2024,7,July,19,Positive,Positive
Yensi Judith Padilla,3.0,Cámara,La cámara no encaja en el case y es el case correcto para iPad Air 5,True,,2024-07-31,R662,2024,7,July,16,Neutral,Neutral
Amazon Customer,3.0,Not as supportive as it claims,This doesn't hold iPad as well as previous ones hopefully it protects in a drop,True,2.0,2024-08-13,R663,2024,8,August,15,Negative,Positive
Opsy80,3.0,not for me,"will be returning this or keep as a back upflimsy, finger print magnet",True,,2024-07-15,R664,2024,7,July,13,Neutral,Neutral
Jess,3.0,iPad Case,I wish it was more sturdy but it serves its purpose.,True,1.0,2024-07-08,R665,2024,7,July,11,Positive,Neutral
Mitch Griffin,3.0,Size incorrect,Does not fit 10.9 inch iPad.,True,1.0,2024-08-17,R666,2024,8,August,6,Negative,Neutral
Cece,3.0,Does the job,"Ok for the price.  Not great,",True,,2024-08-29,R667,2024,8,August,6,Neutral,Neutral
K,3.0,I wanted to like it,"At first I really liked this case. It feels good, looks good and works. It looks good on my blue iPad but I have already gotten finger prints and smears on this cover and I can’t get them to come off. It’s very disappointing since I at first loved it",True,,2023-12-12,R668,2023,12,December,50,Positive,Neutral
John Maxwell,3.0,Basic,"This item was advertised as a pretty basic cover., which it was The price was right and I bought it. I will be buying something more sturdy with the ability to stand the iPad up on a surface",True,,2024-02-01,R669,2024,2,February,38,Positive,Neutral
Ron G,3.0,Less than expected,Hinder tare in less than two months,True,,2024-06-28,R670,2024,6,June,7,Negative,Negative
Brenda,3.0,IPad Cover,The coverage for my IPad is adequate. I don’t like the fact that the magnetic portion is not strong enough to support holding the IPad in an upright position. It gives way when the slightest pressure is applied.,True,,2024-01-06,R671,2024,1,January,38,Neutral,Neutral
Amazon Customer,3.0,Nothing special,"It fit ok, it is slim, and ok for just setting the iPad on a table. I wouldn’t take my iPad out with such little protection. For the BBC price it suits my needs.",True,,2024-01-30,R672,2024,1,January,34,Positive,Positive
They are really soft and comfortable ,3.0,Where should I put the pencil!!!,"First I thought all of the cases have pencil holder as well, however, when I ordered this case I realized that this one does not have it, so I returned it.",True,,2024-01-05,R673,2024,1,January,31,Positive,Neutral
Avid Reader,3.0,Ok for the money,The light weight was good but it is a super tight fit. It also does not feel all that substantial so we will see how protective it is over time. Fast delivery!,True,,2023-12-10,R674,2023,12,December,32,Positive,Positive
"Beautiful photos, but no location identification. Would have been nice to know what I am looking at. ",3.0,Lack of location information about photos.,"Photos of Mexico. Beautiful, but no information about the photos, like where they are. Might want to visit the place if I knew where it is s.",True,,2024-01-12,R675,2024,1,January,27,Positive,Neutral
Amazon Customer,3.0,Fits well,Perfect fit for my iPad. I’m not very impressed with the material. It shows lot of finger marks. Other than that it’s good.,True,,2024-04-03,R676,2024,4,April,23,Positive,Neutral
doug,3.0,Not impressed with its ability to stand up on its own,"I liked the size and the protection it affords my I-pad however, to make the Ipad stand on it's own, this is quite useless.  If you need that functionality, shop for a sturdier product.  I find that when it is ""self-standing""  it will easily fall over and this is really, really annoying especially if you're streaming a video.",True,,2023-01-17,R677,2023,1,January,58,Neutral,Neutral
KRM,3.0,Keeps freezing!,Many times it just freezes up. I have to plug and unplug it several Times To finally Get it to shut down. It does not keep a charge. It’s in as bad of shape as the original One I was trying to replace.,True,,2023-05-18,R678,2023,5,May,43,Neutral,Neutral
Hunter,3.0,Not a translucent back cover,It fit my new Gen q iPad perfectlyIt appears to be well made.But disappointed the back cover is not as advertised- it’s not translucent.,True,,2023-10-24,R679,2023,10,October,24,Neutral,Neutral
